course_name,part_name,student_id,previous_attempts,studied_credits,final_result,gender,region,education,imd_band,age_band,disability,course_part,part_length,total_assessments,avg_submission_days,average_score,total_vle_used,average_days,total_clicks
BBB,2014J,2609768,0,60,Withdrawn,F,London Region,HE Qualification,40-50%,0-35,N,2014J,262,,,,13.0,-7.26,41.0
BBB,2014J,2610170,0,60,Withdrawn,F,Scotland,Lower Than A Level,60-70%,0-35,N,2014J,262,,,,,,
BBB,2014J,2610745,0,60,Pass,F,Wales,A Level or Equivalent,20-30%,0-35,N,2014J,262,5.0,105.6,71.0,67.0,74.59,662.0
BBB,2014J,2611512,0,60,Fail,F,Wales,Lower Than A Level,30-40%,0-35,N,2014J,262,3.0,69.33,72.33,42.0,42.65,301.0
BBB,2014J,2614271,1,120,Withdrawn,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,N,2014J,262,,,,,,
BBB,2014J,2614777,0,60,Pass,F,Scotland,HE Qualification,50-60%,35-55,N,2014J,262,5.0,106.2,78.0,95.0,104.52,1574.0
BBB,2014J,2622652,0,60,Pass,F,South East Region,Lower Than A Level,30-40%,35-55,N,2014J,262,5.0,105.4,63.6,86.0,128.25,1086.0
BBB,2014J,2623656,3,60,Pass,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,2014J,262,5.0,122.2,55.6,50.0,162.77,735.0
BBB,2014J,2627398,0,60,Withdrawn,F,South Region,Lower Than A Level,90-100%,0-35,N,2014J,262,3.0,72.33,57.67,21.0,60.66,138.0
BBB,2014J,2627493,0,120,Withdrawn,F,South Region,A Level or Equivalent,80-90%,0-35,N,2014J,262,,,,,,
BBB,2014J,2629503,1,240,Withdrawn,F,West Midlands Region,Lower Than A Level,80-90%,0-35,Y,2014J,262,1.0,24.0,100.0,8.0,19.06,29.0
BBB,2014J,2631298,0,60,Withdrawn,F,North Western Region,Lower Than A Level,30-40%,0-35,N,2014J,262,4.0,85.0,52.25,64.0,65.18,700.0
BBB,2014J,2634319,0,60,Distinction,F,East Anglian Region,HE Qualification,40-50%,35-55,N,2014J,262,5.0,105.6,71.4,113.0,115.46,3405.0
BBB,2014J,2638403,0,60,Pass,F,Scotland,A Level or Equivalent,0-10%,35-55,N,2014J,262,5.0,104.4,88.2,64.0,112.23,1196.0
BBB,2014J,2660510,0,60,Pass,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,Y,2014J,262,5.0,110.2,41.6,60.0,100.06,333.0
BBB,2014J,2670300,0,60,Pass,F,East Midlands Region,Lower Than A Level,0-10%,35-55,N,2014J,262,5.0,102.2,63.4,94.0,78.44,1629.0
BBB,2014J,2677541,1,120,Distinction,F,Wales,Lower Than A Level,50-60%,0-35,N,2014J,262,12.0,95.67,78.58,110.0,96.05,2206.0
BBB,2014J,2681505,0,60,Pass,F,South Region,HE Qualification,80-90%,35-55,N,2014J,262,5.0,108.8,54.8,14.0,45.3,61.0
BBB,2014J,2681940,5,60,Pass,F,Scotland,A Level or Equivalent,30-40%,35-55,N,2014J,262,5.0,113.4,60.6,62.0,112.39,898.0
BBB,2014J,2682693,0,120,Fail,M,North Region,Lower Than A Level,80-90%,0-35,N,2014J,262,1.0,17.0,1.0,31.0,10.53,158.0
BBB,2014J,2684107,0,120,Withdrawn,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,N,2014J,262,,,,,,
BBB,2014J,2685247,0,60,Distinction,F,Ireland,A Level or Equivalent,20-30%,0-35,N,2014J,262,5.0,104.6,80.0,48.0,98.46,491.0
BBB,2014J,2687739,0,120,Withdrawn,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,N,2014J,262,,,,11.0,6.0,31.0
BBB,2014J,2687858,0,120,Pass,F,West Midlands Region,Lower Than A Level,80-90%,35-55,N,2014J,262,5.0,102.0,55.4,99.0,99.63,1908.0
BBB,2014J,2688495,0,60,Distinction,F,East Anglian Region,Lower Than A Level,30-40%,35-55,N,2014J,262,5.0,101.4,85.0,112.0,110.65,2068.0
BBB,2014J,2688945,0,60,Pass,F,South Region,HE Qualification,40-50%,35-55,N,2014J,262,5.0,106.4,74.4,73.0,104.31,772.0
BBB,2014J,2692969,0,75,Pass,F,Scotland,HE Qualification,80-90%,35-55,N,2014J,262,5.0,100.6,77.0,81.0,117.21,2408.0
BBB,2014J,2694919,0,120,Pass,F,East Anglian Region,Lower Than A Level,60-70%,35-55,Y,2014J,262,5.0,106.2,73.4,51.0,121.05,1369.0
BBB,2014J,2698577,0,60,Fail,F,Wales,Lower Than A Level,50-60%,35-55,N,2014J,262,5.0,106.2,64.4,69.0,92.06,717.0
BBB,2014J,2698588,0,120,Distinction,F,Yorkshire Region,HE Qualification,30-40%,0-35,N,2014J,262,5.0,106.8,92.4,56.0,139.77,605.0
BBB,2014J,2698591,0,180,Withdrawn,F,Wales,Lower Than A Level,90-100%,35-55,N,2014J,262,,,,,,
CCC,2014B,28418,0,30,Fail,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,2.0,44.5,31.5,38.0,56.04,328.0
CCC,2014B,29764,0,90,Distinction,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,9.0,128.56,89.33,82.0,119.34,2867.0
CCC,2014B,29820,0,60,Pass,M,East Anglian Region,HE Qualification,40-50%,0-35,N,2014B,241,13.0,116.46,80.62,151.0,91.37,2502.0
CCC,2014B,40333,0,30,Withdrawn,M,North Region,HE Qualification,0-10%,35-55,N,2014B,241,,,,27.0,3.76,174.0
CCC,2014B,40604,0,30,Pass,M,Ireland,A Level or Equivalent,,35-55,N,2014B,241,7.0,116.71,68.29,55.0,48.9,465.0
CCC,2014B,42638,0,60,Pass,M,Scotland,HE Qualification,90-100%,35-55,N,2014B,241,13.0,117.31,72.38,223.0,118.85,11845.0
CCC,2014B,45664,0,60,Withdrawn,M,Yorkshire Region,HE Qualification,60-70%,0-35,N,2014B,241,16.0,108.75,51.56,198.0,69.83,1445.0
CCC,2014B,46605,0,60,Distinction,M,East Anglian Region,HE Qualification,60-70%,35-55,N,2014B,241,9.0,127.0,93.56,107.0,96.92,3427.0
CCC,2014B,49119,0,90,Distinction,M,Ireland,HE Qualification,,0-35,N,2014B,241,11.0,112.73,84.91,158.0,109.21,2268.0
CCC,2014B,50263,0,60,Withdrawn,M,West Midlands Region,HE Qualification,80-90%,35-55,N,2014B,241,14.0,84.36,76.64,157.0,80.54,6288.0
CCC,2014B,51576,0,90,Withdrawn,F,London Region,Lower Than A Level,10-20,0-35,N,2014B,241,16.0,97.69,87.06,238.0,92.38,6101.0
CCC,2014B,54391,0,60,Withdrawn,M,South West Region,Lower Than A Level,10-20,0-35,N,2014B,241,2.0,44.5,44.5,18.0,51.1,179.0
CCC,2014B,57340,0,120,Pass,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,5.0,133.4,70.2,68.0,111.96,1090.0
CCC,2014B,59541,0,30,Withdrawn,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,Y,2014B,241,1.0,20.0,40.0,29.0,15.28,441.0
CCC,2014B,62278,0,40,Fail,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,6.0,85.5,62.17,76.0,71.19,1037.0
CCC,2014B,64296,0,60,Fail,M,Scotland,HE Qualification,20-30%,0-35,N,2014B,241,4.0,38.25,86.5,85.0,45.7,1239.0
CCC,2014B,66254,0,30,Fail,F,Ireland,A Level or Equivalent,,0-35,N,2014B,241,6.0,85.5,72.17,91.0,72.25,2149.0
CCC,2014B,69489,0,150,Withdrawn,M,South West Region,Lower Than A Level,80-90%,0-35,N,2014B,241,,,,34.0,1.6,215.0
CCC,2014B,69494,0,80,Withdrawn,F,Yorkshire Region,No Formal quals,20-30%,0-35,N,2014B,241,5.0,60.4,12.4,85.0,36.53,2049.0
CCC,2014B,69703,0,120,Pass,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,2014B,241,9.0,128.0,74.56,56.0,93.37,695.0
CCC,2014B,70381,0,30,Pass,M,Scotland,HE Qualification,30-40%,35-55,N,2014B,241,9.0,128.44,75.33,47.0,98.57,755.0
CCC,2014B,70771,0,60,Withdrawn,M,Scotland,HE Qualification,40-50%,0-35,N,2014B,241,1.0,20.0,50.0,20.0,16.33,181.0
CCC,2014B,74290,0,60,Withdrawn,M,Scotland,Lower Than A Level,10-20,0-35,N,2014B,241,2.0,9.5,10.0,39.0,14.83,271.0
CCC,2014B,75454,0,120,Pass,M,South West Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,9.0,128.22,71.67,87.0,107.8,4465.0
CCC,2014B,75469,0,210,Withdrawn,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,,,,,,
CCC,2014B,75728,0,30,Fail,F,South West Region,HE Qualification,30-40%,35-55,N,2014B,241,2.0,44.5,68.5,51.0,26.57,1868.0
CCC,2014B,79461,0,90,Withdrawn,M,Scotland,A Level or Equivalent,70-80%,0-35,N,2014B,241,7.0,118.0,33.71,40.0,127.44,810.0
CCC,2014B,80329,0,120,Withdrawn,M,South Region,Lower Than A Level,80-90%,0-35,N,2014B,241,16.0,114.06,75.94,295.0,110.14,4608.0
CCC,2014B,82575,0,30,Distinction,M,West Midlands Region,HE Qualification,80-90%,0-35,N,2014B,241,9.0,128.0,93.67,72.0,124.48,658.0
CCC,2014B,83219,0,60,Pass,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,13.0,116.92,73.08,120.0,93.87,3395.0
CCC,2014B,83453,0,30,Withdrawn,M,West Midlands Region,HE Qualification,40-50%,35-55,N,2014B,241,1.0,20.0,30.0,59.0,29.29,382.0
CCC,2014B,84299,0,120,Withdrawn,M,London Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,17.0,135.71,75.47,125.0,87.4,1986.0
CCC,2014B,86047,0,30,Withdrawn,F,Wales,HE Qualification,20-30%,0-35,N,2014B,241,14.0,97.29,50.79,128.0,84.37,1065.0
CCC,2014B,88758,0,330,Withdrawn,M,North Region,Post Graduate Qualification,,35-55,N,2014B,241,,,,39.0,-16.86,51.0
CCC,2014B,94484,0,120,Pass,M,West Midlands Region,Lower Than A Level,20-30%,35-55,Y,2014B,241,5.0,133.4,85.6,52.0,105.58,2275.0
CCC,2014B,95906,0,120,Pass,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,9.0,128.22,93.22,80.0,110.9,1721.0
CCC,2014B,96538,0,60,Fail,M,North Region,Lower Than A Level,0-10%,0-35,N,2014B,241,3.0,80.0,36.0,25.0,82.12,182.0
CCC,2014B,97486,0,60,Withdrawn,M,North Western Region,HE Qualification,70-80%,35-55,N,2014B,241,,,,5.0,-2.29,13.0
CCC,2014B,100621,0,60,Withdrawn,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,N,2014B,241,,,,14.0,-2.86,59.0
CCC,2014B,105523,0,90,Pass,M,Scotland,HE Qualification,60-70%,35-55,N,2014B,241,13.0,134.0,51.38,162.0,104.62,1954.0
CCC,2014B,107028,0,90,Withdrawn,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,2014B,241,8.0,51.63,62.62,79.0,60.19,666.0
CCC,2014B,107339,0,60,Pass,F,Scotland,HE Qualification,10-20,0-35,N,2014B,241,13.0,118.85,78.92,129.0,114.07,4604.0
CCC,2014B,108834,0,90,Withdrawn,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N,2014B,241,3.0,76.0,84.0,30.0,86.33,290.0
CCC,2014B,108947,0,120,Withdrawn,M,Scotland,Lower Than A Level,0-10%,0-35,N,2014B,241,,,,,,
CCC,2014B,116174,0,90,Withdrawn,M,London Region,A Level or Equivalent,40-50%,35-55,N,2014B,241,,,,43.0,-10.49,257.0
CCC,2014B,116518,0,80,Pass,M,London Region,HE Qualification,30-40%,0-35,N,2014B,241,9.0,127.22,71.11,45.0,125.42,942.0
CCC,2014B,117232,0,90,Pass,M,Ireland,A Level or Equivalent,20-30%,0-35,N,2014B,241,21.0,133.76,72.9,166.0,115.37,2692.0
CCC,2014B,118098,0,30,Fail,M,East Midlands Region,HE Qualification,60-70%,0-35,N,2014B,241,9.0,127.33,35.22,25.0,96.93,537.0
CCC,2014B,119353,0,90,Withdrawn,M,North Region,A Level or Equivalent,30-40%,35-55,N,2014B,241,12.0,136.25,85.83,171.0,90.74,3766.0
CCC,2014B,119729,0,30,Withdrawn,M,East Anglian Region,HE Qualification,90-100%,35-55,N,2014B,241,1.0,20.0,10.0,36.0,13.62,573.0
CCC,2014B,122392,0,60,Pass,M,London Region,A Level or Equivalent,10-20,35-55,N,2014B,241,5.0,134.2,54.0,74.0,90.49,809.0
CCC,2014B,123598,0,90,Withdrawn,M,Scotland,A Level or Equivalent,50-60%,0-35,Y,2014B,241,14.0,130.0,77.43,230.0,125.32,2092.0
CCC,2014B,124124,0,60,Withdrawn,F,Scotland,Lower Than A Level,20-30%,0-35,N,2014B,241,,,,7.0,3.08,21.0
CCC,2014B,124193,0,30,Distinction,M,East Anglian Region,HE Qualification,40-50%,35-55,N,2014B,241,9.0,128.44,95.78,57.0,79.26,945.0
CCC,2014B,126337,0,75,Withdrawn,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,2014B,241,5.0,55.6,57.2,88.0,58.53,2514.0
CCC,2014B,126394,0,120,Pass,M,Wales,A Level or Equivalent,90-100%,0-35,N,2014B,241,16.0,129.19,85.19,148.0,121.09,3782.0
CCC,2014B,126395,0,30,Pass,M,London Region,A Level or Equivalent,20-30%,0-35,Y,2014B,241,7.0,124.29,49.0,88.0,112.63,1549.0
CCC,2014B,128510,0,180,Withdrawn,F,Scotland,Lower Than A Level,50-60%,0-35,N,2014B,241,8.0,91.0,85.38,63.0,76.62,872.0
CCC,2014B,129198,0,150,Withdrawn,F,North Western Region,HE Qualification,20-30%,35-55,Y,2014B,241,1.0,69.0,44.0,60.0,48.35,1516.0
CCC,2014B,129638,0,30,Withdrawn,F,London Region,Lower Than A Level,30-40%,35-55,N,2014B,241,2.0,44.5,33.0,58.0,25.61,921.0
CCC,2014B,129878,0,45,Fail,M,East Midlands Region,Lower Than A Level,40-50%,35-55,N,2014B,241,3.0,63.33,19.67,31.0,49.18,251.0
CCC,2014B,131145,0,90,Distinction,M,South West Region,A Level or Equivalent,40-50%,0-35,N,2014B,241,23.0,121.35,82.78,288.0,120.9,8229.0
CCC,2014B,131695,0,120,Withdrawn,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,2014B,241,1.0,24.0,46.0,32.0,14.74,223.0
CCC,2014B,131933,0,30,Withdrawn,M,Scotland,Post Graduate Qualification,60-70%,35-55,N,2014B,241,8.0,130.0,79.5,54.0,101.87,2039.0
CCC,2014B,132191,0,60,Withdrawn,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,Y,2014B,241,,,,17.0,28.28,79.0
CCC,2014B,133104,0,120,Distinction,M,London Region,Lower Than A Level,10-20,0-35,Y,2014B,241,21.0,125.81,88.19,137.0,119.87,4168.0
CCC,2014B,134025,0,60,Withdrawn,M,London Region,A Level or Equivalent,60-70%,0-35,N,2014B,241,18.0,103.56,87.28,215.0,100.66,2896.0
CCC,2014B,135330,0,60,Fail,M,Scotland,HE Qualification,90-100%,35-55,N,2014B,241,3.0,28.33,64.0,47.0,4.28,825.0
CCC,2014B,135792,0,60,Fail,M,South West Region,Lower Than A Level,50-60%,0-35,N,2014B,241,3.0,43.33,71.0,48.0,29.91,728.0
CCC,2014B,139190,0,150,Withdrawn,M,East Midlands Region,Lower Than A Level,50-60%,0-35,N,2014B,241,12.0,104.58,86.08,153.0,90.38,3198.0
CCC,2014B,142935,0,60,Pass,F,London Region,Lower Than A Level,10-20,35-55,N,2014B,241,5.0,134.2,71.8,135.0,94.18,6160.0
CCC,2014B,145282,0,60,Distinction,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,N,2014B,241,9.0,127.33,95.56,79.0,92.39,1552.0
CCC,2014B,146125,0,60,Withdrawn,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,N,2014B,241,,,,25.0,0.02,588.0
CCC,2014B,147675,0,30,Withdrawn,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,2014B,241,2.0,44.5,65.0,45.0,37.57,866.0
CCC,2014B,151549,0,30,Fail,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N,2014B,241,2.0,30.0,72.0,35.0,19.06,285.0
CCC,2014B,152428,0,120,Pass,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,9.0,127.67,60.56,97.0,130.3,3064.0
CCC,2014B,152962,0,30,Pass,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,2014B,241,5.0,133.4,75.8,99.0,125.35,8137.0
CCC,2014B,153687,0,400,Withdrawn,F,South Region,A Level or Equivalent,60-70%,35-55,N,2014B,241,,,,,,
CCC,2014B,153788,0,90,Withdrawn,M,North Western Region,No Formal quals,20-30%,0-35,N,2014B,241,4.0,99.5,66.5,76.0,88.56,3457.0
CCC,2014B,155067,0,45,Fail,M,North Western Region,Lower Than A Level,0-10%,35-55,N,2014B,241,2.0,66.5,48.5,17.0,76.02,75.0
CCC,2014B,155963,0,60,Distinction,M,North Region,A Level or Equivalent,10-20,0-35,N,2014B,241,9.0,127.11,91.22,34.0,93.53,452.0
CCC,2014B,157310,0,210,Withdrawn,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,2014B,241,7.0,127.71,65.0,119.0,90.45,944.0
CCC,2014B,160300,0,60,Pass,M,East Anglian Region,A Level or Equivalent,10-20,35-55,N,2014B,241,6.0,136.67,64.33,110.0,98.73,2235.0
CCC,2014B,162650,0,30,Fail,M,West Midlands Region,HE Qualification,40-50%,35-55,N,2014B,241,7.0,104.57,36.0,24.0,78.64,399.0
CCC,2014B,165647,0,120,Withdrawn,F,Scotland,A Level or Equivalent,30-40%,0-35,N,2014B,241,12.0,60.75,43.92,66.0,94.9,710.0
CCC,2014B,165733,0,90,Withdrawn,M,Scotland,A Level or Equivalent,20-30%,0-35,Y,2014B,241,22.0,112.55,53.41,243.0,74.78,3948.0
CCC,2014B,166160,0,30,Distinction,F,South Region,HE Qualification,80-90%,0-35,N,2014B,241,4.0,132.0,100.0,99.0,63.64,3160.0
CCC,2014B,167791,0,60,Pass,M,North Western Region,A Level or Equivalent,20-30%,35-55,N,2014B,241,10.0,109.7,76.1,137.0,96.82,2734.0
CCC,2014B,168178,0,30,Pass,M,London Region,A Level or Equivalent,40-50%,35-55,Y,2014B,241,9.0,129.22,45.89,73.0,99.6,1293.0
CCC,2014B,169380,0,60,Pass,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,N,2014B,241,6.0,118.17,77.5,81.0,108.6,993.0
CCC,2014B,170025,0,60,Withdrawn,F,East Anglian Region,HE Qualification,90-100%,0-35,N,2014B,241,16.0,107.0,61.56,179.0,78.74,691.0
CCC,2014B,170864,0,60,Distinction,M,Scotland,HE Qualification,90-100%,35-55,Y,2014B,241,5.0,133.4,97.2,95.0,110.97,4774.0
CCC,2014B,171896,0,60,Withdrawn,F,South East Region,A Level or Equivalent,40-50%,0-35,N,2014B,241,18.0,100.56,63.89,209.0,75.81,3250.0
CCC,2014B,172301,0,60,Withdrawn,M,East Midlands Region,Lower Than A Level,0-10%,0-35,N,2014B,241,,,,5.0,20.31,35.0
CCC,2014B,172965,0,150,Distinction,M,Scotland,Post Graduate Qualification,60-70%,35-55,N,2014B,241,16.0,120.06,89.94,220.0,113.44,2222.0
CCC,2014B,174807,0,90,Withdrawn,F,South West Region,HE Qualification,20-30%,35-55,N,2014B,241,,,,,,
CCC,2014B,175490,0,60,Distinction,F,South Region,HE Qualification,40-50%,0-35,N,2014B,241,9.0,127.67,92.78,98.0,91.76,2360.0
CCC,2014B,177967,0,30,Pass,M,Scotland,A Level or Equivalent,0-10%,0-35,N,2014B,241,5.0,133.4,71.8,91.0,92.07,765.0
CCC,2014B,178072,0,60,Withdrawn,M,South East Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,11.0,98.0,57.91,54.0,120.8,516.0
CCC,2014B,178496,0,30,Distinction,M,North Region,HE Qualification,,0-35,N,2014B,241,9.0,128.33,85.89,33.0,112.05,448.0
CCC,2014B,178654,0,30,Withdrawn,F,Scotland,HE Qualification,60-70%,35-55,N,2014B,241,,,,,,
CCC,2014B,179904,0,90,Fail,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,2014B,241,3.0,52.33,61.67,124.0,31.48,637.0
CCC,2014B,180976,0,30,Pass,M,North Region,Lower Than A Level,,35-55,N,2014B,241,9.0,128.78,76.33,140.0,107.94,4525.0
CCC,2014B,183331,0,90,Withdrawn,M,Ireland,Lower Than A Level,0-10%,0-35,N,2014B,241,5.0,105.8,42.8,125.0,53.3,1305.0
CCC,2014B,187435,0,90,Distinction,F,South Region,Lower Than A Level,50-60%,35-55,N,2014B,241,9.0,129.56,95.33,96.0,117.35,1851.0
CCC,2014B,189428,0,30,Pass,F,South Region,Lower Than A Level,80-90%,0-35,Y,2014B,241,5.0,134.2,84.6,39.0,118.97,715.0
CCC,2014B,189624,0,150,Pass,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,2014B,241,16.0,129.06,58.0,245.0,118.12,4949.0
CCC,2014B,191000,0,60,Withdrawn,M,Scotland,Post Graduate Qualification,80-90%,0-35,N,2014B,241,6.0,36.83,82.67,57.0,40.97,1148.0
CCC,2014B,191797,0,30,Pass,F,North Western Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,9.0,129.33,79.56,48.0,134.67,728.0
CCC,2014B,193163,0,90,Fail,M,Scotland,HE Qualification,70-80%,35-55,N,2014B,241,9.0,90.67,62.11,92.0,37.42,1729.0
CCC,2014B,194377,0,60,Withdrawn,F,Wales,A Level or Equivalent,90-100%,0-35,N,2014B,241,,,,,,
CCC,2014B,197486,0,60,Withdrawn,M,Wales,HE Qualification,60-70%,0-35,N,2014B,241,4.0,92.75,75.0,90.0,73.85,2666.0
CCC,2014B,198902,0,60,Fail,M,London Region,Lower Than A Level,0-10%,0-35,N,2014B,241,4.0,79.75,38.75,73.0,91.14,857.0
CCC,2014B,200372,0,120,Withdrawn,M,Scotland,HE Qualification,20-30%,35-55,N,2014B,241,5.0,34.2,80.0,44.0,38.71,437.0
CCC,2014B,201327,0,30,Fail,M,North Western Region,HE Qualification,90-100%,35-55,N,2014B,241,6.0,117.83,28.5,58.0,92.06,1137.0
CCC,2014B,203707,0,150,Withdrawn,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,12.0,103.42,69.25,146.0,83.96,3356.0
CCC,2014B,204725,0,30,Pass,M,South Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,9.0,127.44,57.67,72.0,94.1,2136.0
CCC,2014B,205398,0,60,Fail,M,London Region,A Level or Equivalent,20-30%,35-55,N,2014B,241,2.0,25.0,74.0,42.0,13.77,1357.0
CCC,2014B,205425,0,60,Distinction,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,13.0,114.85,90.85,140.0,111.2,3549.0
CCC,2014B,206245,0,40,Pass,M,North Western Region,HE Qualification,0-10%,35-55,N,2014B,241,9.0,127.44,89.33,78.0,89.49,2039.0
CCC,2014B,206599,0,90,Fail,M,South West Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,20.0,133.05,70.1,169.0,97.18,3234.0
CCC,2014B,227192,0,60,Pass,M,London Region,Lower Than A Level,60-70%,0-35,N,2014B,241,13.0,118.77,71.38,143.0,104.25,3790.0
CCC,2014B,227752,0,30,Fail,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,N,2014B,241,8.0,119.38,59.0,74.0,100.3,1830.0
CCC,2014B,227833,0,60,Withdrawn,F,South Region,A Level or Equivalent,60-70%,35-55,N,2014B,241,,,,,,
CCC,2014B,228153,0,90,Fail,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N,2014B,241,1.0,20.0,30.0,18.0,20.95,128.0
CCC,2014B,228743,0,90,Fail,M,South East Region,Lower Than A Level,40-50%,35-55,N,2014B,241,,,,,,
CCC,2014B,229499,0,90,Fail,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,,,,18.0,10.29,51.0
CCC,2014B,230340,0,60,Withdrawn,M,London Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,,,,,,
CCC,2014B,230761,0,180,Fail,M,North Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,7.0,116.14,65.0,32.0,90.5,448.0
CCC,2014B,231339,0,60,Distinction,F,Scotland,Post Graduate Qualification,80-90%,0-35,N,2014B,241,11.0,128.36,91.82,140.0,88.1,4784.0
CCC,2014B,232833,0,60,Withdrawn,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,2.0,29.5,48.0,18.0,20.23,151.0
CCC,2014B,233444,0,60,Withdrawn,M,London Region,Lower Than A Level,0-10%,0-35,N,2014B,241,5.0,17.2,54.8,67.0,76.66,720.0
CCC,2014B,234068,0,90,Fail,M,East Anglian Region,Lower Than A Level,80-90%,35-55,N,2014B,241,1.0,19.0,70.0,67.0,20.29,859.0
CCC,2014B,234311,0,60,Fail,M,Scotland,A Level or Equivalent,20-30%,0-35,N,2014B,241,7.0,71.14,64.43,107.0,62.56,2352.0
CCC,2014B,234740,0,30,Withdrawn,M,West Midlands Region,Lower Than A Level,0-10%,0-35,N,2014B,241,17.0,100.18,80.94,225.0,76.92,4647.0
CCC,2014B,235175,0,90,Withdrawn,M,East Midlands Region,Lower Than A Level,40-50%,0-35,Y,2014B,241,,,,,,
CCC,2014B,236205,0,30,Pass,M,Ireland,HE Qualification,,35-55,N,2014B,241,5.0,134.2,78.6,108.0,112.77,3318.0
CCC,2014B,236620,0,60,Pass,M,South Region,A Level or Equivalent,30-40%,35-55,N,2014B,241,23.0,122.83,76.91,268.0,113.13,5424.0
CCC,2014B,237934,0,60,Fail,M,Scotland,HE Qualification,80-90%,0-35,N,2014B,241,3.0,28.67,64.33,25.0,34.43,201.0
CCC,2014B,239707,0,60,Withdrawn,M,Wales,A Level or Equivalent,50-60%,35-55,N,2014B,241,3.0,44.67,49.0,34.0,19.11,444.0
CCC,2014B,241955,0,60,Fail,M,South West Region,HE Qualification,30-40%,0-35,N,2014B,241,1.0,20.0,30.0,23.0,11.98,313.0
CCC,2014B,242778,0,90,Withdrawn,M,Scotland,HE Qualification,90-100%,35-55,N,2014B,241,14.0,114.93,58.21,124.0,100.26,2047.0
CCC,2014B,242858,0,60,Pass,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,13.0,119.08,77.69,153.0,110.09,4888.0
CCC,2014B,243351,0,90,Withdrawn,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,,,,,,
CCC,2014B,244902,0,30,Withdrawn,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,1.0,20.0,0.0,14.0,9.15,134.0
CCC,2014B,244977,0,60,Pass,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,13.0,117.77,87.54,189.0,107.72,5498.0
CCC,2014B,245217,0,235,Withdrawn,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,12.0,105.0,49.67,75.0,91.15,947.0
CCC,2014B,245494,0,90,Withdrawn,M,Scotland,HE Qualification,60-70%,35-55,N,2014B,241,8.0,75.5,64.88,168.0,84.34,5938.0
CCC,2014B,246248,0,60,Fail,F,South West Region,HE Qualification,40-50%,0-35,N,2014B,241,,,,3.0,1.0,4.0
CCC,2014B,247819,0,60,Pass,M,South East Region,Lower Than A Level,30-40%,0-35,N,2014B,241,13.0,116.92,73.62,166.0,67.68,3868.0
